,image_id,text_bleu_scores,image_bleu_scores,image_text_bleu_scores,average
0,1812.10049v2-TableI-1.png,0.7803393079162085,0.9132578055499745,0.7974858558382887,0.8303609897681573
1,1909.00798v1-TableI-1.png,0.7040337579143938,0.7226633206192487,0.8288041162368541,0.7518337315901656
2,1811.07516v2-Table5-1.png,0.09332016223377418,0.1307019202546218,0.09485642562888072,0.10629283603909223
3,2002.02991v1-TableV-1.png,0.5362441061141762,0.6263096456618897,0.5658216047551472,0.5761251188437376
4,1905.10254v1-TableII-1.png,0.3916362617078568,0.4807223241650177,0.5651020400411408,0.47915354197133847
5,1612.04629v3-Table6-1.png,0.6787927786646987,0.6940344418218175,0.6406658657625587,0.671164362083025
6,1812.01499v1-Table7-1.png,0.7579600946885979,0.7904361499241533,0.8254759444807969,0.7912907296978494
7,1912.01805v1-Table1-1.png,0.13050882253689744,0.17530283447801634,0.5064934443320358,0.27076836711564983
8,1909.07018v1-Table1-1.png,0.5569724325317454,0.5907641512772751,0.5369264774393151,0.5615543537494453
9,1908.00219v2-TableI-1.png,0.4521109111013308,0.4042421288354693,0.4578694860601963,0.43807417533233206
10,1811.08180v3-Table8-1.png,0.2874901512739809,0.43915472399159633,0.3429170683904931,0.3565206478853568
11,2002.10981v1-TableV-1.png,0.6503011907694255,0.666728008650161,0.6728747206554345,0.6633013066916736
12,1903.12302v1-TableIII-1.png,0.07607848573671744,0.10067893859503682,0.104899414659799,0.09388561299718441
13,1810.11580v1-Table3-1.png,0.825945853522376,0.8385528303100944,0.8784282265164974,0.847642303449656
14,1908.11551v2-TableI-1.png,0.5091147583216308,0.6843279364617285,0.5392229365403216,0.577555210441227
15,1810.00319v6-Table1-1.png,0.1605113270395693,0.2452387982128376,0.15380349610393312,0.18651787378544668
16,1904.11366v1-TableI-1.png,0.16596709751098387,0.16311112596330002,0.15455239470704385,0.1612102060604426
17,1912.01842v1-Table1-1.png,0.5441594583173858,0.560168565210103,0.3621615992339393,0.48882987425380936
18,1902.08639v1-Table1-1.png,0.08628623880598225,0.20092714524471478,0.09138857429957056,0.12620065278342252
19,1907.04553v1-Table3-1.png,0.03186573657130547,0.049331651118529746,0.04940973766525586,0.04353570845169702
20,2002.05287v2-Table3-1.png,0.020198956073383817,0.057534178741705674,0.05248208712028529,0.043405073978458254
21,1901.00785v3-Table1-1.png,0.41480147064573897,0.4898928880485424,0.41879224434658646,0.44116220101362263
22,2001.11279v2-Table1-1.png,0.06898903872969168,0.0884642542770865,0.07365842519763491,0.07703723940147103
23,1811.00741v1-Table1-1.png,0.3685985312009744,0.26985613533158187,0.3685981074234482,0.3356842579853348
24,2003.03653v1-TableII-1.png,0.6391859501053302,0.7547876377184051,0.5797689544598269,0.6579141807611874
25,2001.09604v1-Table5-1.png,0.1085741448408722,0.1292586781491138,0.10617579383268866,0.11466953894089155
26,2002.00539v2-TableV-1.png,0.6063593144938513,0.8699770867825647,0.5843580515036928,0.6868981509267029
27,2003.12604v2-TableI-1.png,0.31195903099223116,0.20765843793748265,0.3962553207098721,0.305290929879862
28,1910.01770v2-TableIII-1.png,0.5544044480259762,0.6333757295632594,0.424750914481897,0.5375103640237109
29,1809.08410v1-TableI-1.png,0.20116240036479294,0.6824368415877834,0.6833916825596359,0.5223303081707374
30,1811.07516v2-Table4-1.png,0.18414928861447227,0.2555345032285902,0.18414928861447227,0.20794436015251158
31,1912.01805v1-Table2-1.png,0.10812550818016556,0.07991863529739436,0.10843725936292607,0.098827134280162
32,1812.01499v1-Table9-1.png,0.7649861904683963,0.8536301242716883,0.8425443637808752,0.82038689284032
33,1911.13044v3-Table1-1.png,0.25246685479410746,0.24078765000619679,0.30700657761392935,0.26675369413807787
34,1612.04629v3-Table4-1.png,0.44408921209282703,0.4606673860909763,0.49852423814023294,0.4677602787746788
35,1910.08233v1-TableIII-1.png,0.46586917599139444,0.6211296069243102,0.6291432537857392,0.5720473455671479
36,2002.01180v2-Table2-1.png,0.663973171302825,0.8540433951342568,0.8019413559809753,0.7733193074726857
37,2002.01113v1-Table4-1.png,0.38092250001284855,0.42730661203132,0.34777484216748017,0.3853346514038829
38,1809.08410v1-TableII-1.png,0.5205228345486561,0.7068497733893888,0.7123784765880777,0.6465836948420409
39,1903.07424v1-TableII-1.png,0.32843206267734115,0.009375657437456622,0.2165953398504728,0.1848010199884235
40,2003.00225v1-TableII-1.png,0.4718299904309853,0.7625305467307006,0.49742817131867434,0.5772629028267867
41,1812.05645v2-Table2-1.png,0.41747156523826506,0.6304501230821683,0.34525814948536804,0.4643932792686005
42,1912.12408v1-Table1-1.png,0.3065470471317238,0.40018946874345757,0.3977548170835608,0.3681637776529141
43,1907.10971v1-TableIII-1.png,0.7522905482442043,0.9195819756774806,0.7522905482442043,0.8080543573886296
44,1903.12359v2-Table7-1.png,0.6469931614322071,0.7346964429205087,0.8009911093044584,0.7275602378857248
45,2002.10981v1-TableII-1.png,0.3293997704112774,0.2987677104894671,0.3422054899516634,0.3234576569508026
46,1810.11580v1-Table1-1.png,0.8750961167189837,0.8166607582155991,0.7796960333933501,0.823817636109311
