,image_id,img_based_rouge1,img_based_rouge2,img_based_rougeL,text_based_rouge1,text_based_rouge2,text_based_rougeL,img_text_based_rouge1,img_text_based_rouge2,img_text_based_rougeL,average
0,1812.10049v2-TableI-1.png,0.9841827768014059,0.9735449735449735,0.9841827768014059,0.9137931034482758,0.8408304498269896,0.9,0.9225352112676057,0.8409893992932862,0.9084507042253521,0.9187232661343663
1,1909.00798v1-TableI-1.png,0.8208955223880596,0.7272727272727272,0.7761194029850745,0.8188976377952756,0.7040000000000001,0.8188976377952756,0.8270676691729323,0.7480916030534351,0.8120300751879699,0.78369691951675
2,1811.07516v2-Table5-1.png,0.5748987854251011,0.2857142857142857,0.5182186234817814,0.5683453237410071,0.2391304347826087,0.45323741007194246,0.5539568345323741,0.22463768115942032,0.43884892086330934,0.4285542555302034
3,2002.02991v1-TableV-1.png,0.813895781637717,0.6533665835411472,0.7593052109181141,0.6905829596412556,0.5720720720720721,0.6547085201793722,0.8094117647058824,0.6808510638297873,0.8094117647058824,0.7159561912479144
4,1905.10254v1-TableII-1.png,0.8026607538802661,0.6013363028953229,0.7804878048780487,0.8138528138528139,0.6608695652173913,0.8138528138528139,0.8385744234800838,0.6821052631578947,0.8343815513626833,0.758680143619702
5,1612.04629v3-Table6-1.png,0.9650092081031307,0.8946395563770795,0.8066298342541437,0.943327239488117,0.8844036697247706,0.7970749542961609,0.9576427255985267,0.8650646950092422,0.7955801104972375,0.8788191103720454
6,1812.01499v1-Table7-1.png,0.7729083665338646,0.6666666666666666,0.7490039840637449,0.7896995708154506,0.6753246753246752,0.7811158798283262,0.7906976744186046,0.6953125000000001,0.7674418604651163,0.7431301309018276
7,1912.01805v1-Table1-1.png,0.726643598615917,0.4861111111111111,0.7024221453287197,0.744107744107744,0.49324324324324337,0.7306397306397308,0.7655502392344498,0.5888,0.7527910685805423,0.6655898756512731
8,1909.07018v1-Table1-1.png,0.8796068796068797,0.7407407407407407,0.8746928746928746,0.8081841432225064,0.6426735218508998,0.782608695652174,0.8101265822784809,0.6157760814249363,0.769620253164557,0.7693366414037832
9,1908.00219v2-TableI-1.png,0.6427145708582834,0.5170340681362725,0.6307385229540918,0.7290167865707434,0.5831325301204819,0.709832134292566,0.7409200968523002,0.5888077858880779,0.7167070217917676,0.6509892797182872
10,1811.08180v3-Table8-1.png,0.7292418772563177,0.6327272727272728,0.7220216606498195,0.5625,0.34285714285714286,0.47159090909090906,0.5993690851735016,0.380952380952381,0.5236593059936908,0.5516577371890041
11,2002.10981v1-TableV-1.png,0.9302325581395349,0.863849765258216,0.9116279069767442,0.8899521531100478,0.8115942028985508,0.8899521531100478,0.9116279069767442,0.835680751173709,0.9116279069767442,0.8840161449578156
12,1903.12302v1-TableIII-1.png,0.9131075110456552,0.7769571639586411,0.8159057437407953,0.7692307692307692,0.6738836265223276,0.6882591093117408,0.9009497964721845,0.8517006802721089,0.830393487109905,0.8022653208515698
13,1810.11580v1-Table3-1.png,0.9182530795072787,0.8776655443322109,0.8868980963045913,0.8876889848812095,0.8138528138528138,0.8747300215982722,0.9047097480832421,0.8605927552140505,0.8981380065717415,0.8802810055939345
14,1908.11551v2-TableI-1.png,0.9007633587786259,0.8062015503875969,0.8854961832061069,0.8493150684931507,0.6805555555555556,0.8493150684931507,0.8489208633093526,0.6861313868613139,0.8489208633093526,0.8172910998215784
15,1810.00319v6-Table1-1.png,0.6514459665144597,0.6045801526717557,0.5357686453576864,0.5765230312035662,0.4172876304023845,0.4725111441307578,0.5948406676783005,0.4901065449010654,0.4157814871016692,0.528760585551294
16,1904.11366v1-TableI-1.png,0.7450110864745012,0.5523385300668152,0.6784922394678493,0.660377358490566,0.49289099526066343,0.6037735849056605,0.7433628318584071,0.5466666666666666,0.6769911504424778,0.6333227159592898
17,1912.01842v1-Table1-1.png,0.6700507614213198,0.5612244897959183,0.6700507614213198,0.6666666666666666,0.5429362880886426,0.6225895316804408,0.6295264623955431,0.4649859943977591,0.5793871866295265,0.6008242380552375
18,1902.08639v1-Table1-1.png,0.927536231884058,0.8773388773388773,0.927536231884058,0.6040955631399317,0.386986301369863,0.6006825938566553,0.6486486486486486,0.4195298372513563,0.645045045045045,0.670822147824277
19,1907.04553v1-Table3-1.png,0.6973684210526315,0.36963696369636967,0.6907894736842106,0.6588628762541806,0.3422818791946309,0.6387959866220736,0.7520525451559934,0.42833607907743,0.7389162561576355,0.5907822756550173
20,2002.05287v2-Table3-1.png,0.9488054607508533,0.9209621993127148,0.9488054607508533,0.9423728813559322,0.8941979522184299,0.9355932203389831,0.9452054794520548,0.9103448275862069,0.9452054794520548,0.9323881068020091
21,1901.00785v3-Table1-1.png,0.9451476793248944,0.8936170212765957,0.9451476793248944,0.8655462184873949,0.7711864406779662,0.857142857142857,0.9067796610169492,0.811965811965812,0.8983050847457628,0.8772042726625695
22,2001.11279v2-Table1-1.png,0.1706666666666667,0.15013404825737267,0.1706666666666667,0.18338108882521492,0.15561959654178673,0.18338108882521492,0.18338108882521492,0.16138328530259366,0.18338108882521492,0.17133273541510513
23,1811.00741v1-Table1-1.png,0.6574074074074074,0.45794392523364486,0.3981481481481482,0.8593155893536123,0.7049808429118773,0.5551330798479087,0.8461538461538461,0.689922480620155,0.5461538461538462,0.6350176850922717
