,image_id,img_based_rouge1,img_based_rouge2,img_based_rougeL,text_based_rouge1,text_based_rouge2,text_based_rougeL,img_text_based_rouge1,img_text_based_rouge2,img_text_based_rougeL,average
24,2003.03653v1-TableII-1.png,0.9068322981366459,0.8050314465408805,0.8571428571428571,0.863905325443787,0.7065868263473054,0.7810650887573964,0.8538011695906433,0.6745562130177514,0.8070175438596491,0.8062154187596574
25,2001.09604v1-Table5-1.png,0.4899497487437186,0.2619647355163728,0.3869346733668341,0.4591439688715953,0.21846553966189855,0.3527885862516213,0.4488778054862843,0.21000000000000002,0.341645885286783,0.352196771465012
26,2002.00539v2-TableV-1.png,0.9858490566037736,0.9715639810426541,0.9811320754716981,0.7857142857142857,0.6564102564102564,0.7857142857142857,0.812807881773399,0.7178217821782179,0.812807881773399,0.83442460963133
27,2003.12604v2-TableI-1.png,0.7002518891687657,0.4393939393939394,0.6826196473551637,0.5720930232558139,0.3543123543123543,0.5372093023255814,0.7493975903614458,0.4323671497584541,0.6650602409638554,0.5703005707661526
28,1910.01770v2-TableIII-1.png,0.8928571428571429,0.8,0.8928571428571429,0.7678571428571429,0.5818181818181818,0.7678571428571429,0.8596491228070176,0.6964285714285715,0.8596491228070176,0.7909970633654844
29,1809.08410v1-TableI-1.png,0.963963963963964,0.8999999999999999,0.9459459459459459,0.6818181818181819,0.5057471264367817,0.6249999999999999,0.9596412556053813,0.8959276018099548,0.9506726457399104,0.8254129690355688
30,1811.07516v2-Table4-1.png,0.8778625954198473,0.7307692307692307,0.8625954198473282,0.7697841726618705,0.5652173913043478,0.7194244604316546,0.7697841726618705,0.5579710144927537,0.712230215827338,0.7295154081573602
31,1912.01805v1-Table2-1.png,0.5316804407713498,0.13812154696132595,0.3663911845730028,0.5270457697642164,0.14464534075104313,0.3550624133148405,0.5216178521617852,0.14265734265734267,0.3570432357043236,0.3426961251843589
32,1812.01499v1-Table9-1.png,0.831541218637993,0.7653429602888087,0.831541218637993,0.8308823529411764,0.725925925925926,0.8088235294117647,0.8333333333333333,0.7737226277372263,0.8333333333333333,0.8038273889163948
33,1911.13044v3-Table1-1.png,0.8280828082808281,0.6600541027953111,0.8100810081008101,0.7467725918570011,0.5751243781094527,0.7447864945382323,0.78125,0.6418786692759295,0.7792968749999999,0.729702991995285
34,1612.04629v3-Table4-1.png,0.7117903930131004,0.6052631578947368,0.5240174672489083,0.6438356164383562,0.5504587155963303,0.4840182648401826,0.6696230598669622,0.5835189309576838,0.49667405764966743,0.5854666292784365
35,1910.08233v1-TableIII-1.png,0.743276283618582,0.6584766584766585,0.6894865525672371,0.6854219948849105,0.5295629820051414,0.6035805626598464,0.7913669064748201,0.6891566265060242,0.7386091127098321,0.6809930755447836
36,2002.01180v2-Table2-1.png,0.9324894514767933,0.8855932203389831,0.9240506329113924,0.8423326133909287,0.7245119305856833,0.8034557235421166,0.8927789934354486,0.8131868131868131,0.8840262582056893,0.8558250707859831
37,2002.01113v1-Table4-1.png,0.8015267175572519,0.7076923076923076,0.7709923664122138,0.732824427480916,0.5615384615384615,0.6641221374045801,0.7230769230769231,0.5736434108527132,0.6692307692307692,0.6894052801384597
38,1809.08410v1-TableII-1.png,0.8301886792452831,0.6883468834688347,0.8194070080862534,0.732620320855615,0.5806451612903226,0.7272727272727273,0.8369565217391304,0.6939890710382514,0.8260869565217391,0.7483903699464619
39,1903.07424v1-TableII-1.png,0.12467532467532468,0.05221932114882506,0.1038961038961039,0.746031746031746,0.5806451612903225,0.7142857142857143,0.6991869918699186,0.5289256198347108,0.6991869918699186,0.47211699721139827
40,2003.00225v1-TableII-1.png,0.9293286219081272,0.8687943262411348,0.9257950530035335,0.8650646950092422,0.7309833024118738,0.8613678373382626,0.877959927140255,0.7495429616087751,0.8743169398907102,0.8536837405057682
41,1812.05645v2-Table2-1.png,0.8839779005524863,0.8156424581005587,0.8839779005524863,0.7415730337078651,0.5681818181818182,0.7415730337078651,0.8617021276595744,0.7526881720430108,0.8617021276595744,0.7901131746850267
42,1912.12408v1-Table1-1.png,0.9609856262833677,0.931958762886598,0.8706365503080081,0.9133192389006343,0.81104033970276,0.7780126849894292,0.9551020408163265,0.9303278688524591,0.8653061224489796,0.8907432483542848
43,1907.10971v1-TableIII-1.png,0.9377990430622011,0.8888888888888888,0.9282296650717703,0.9074074074074073,0.8130841121495328,0.9074074074074073,0.9074074074074073,0.8130841121495328,0.9074074074074073,0.8900794945501729
44,1903.12359v2-Table7-1.png,0.9077155824508322,0.819423368740516,0.7080181543116489,0.7729468599033816,0.6235864297253635,0.5732689210950082,0.9223744292237445,0.8519083969465648,0.7488584474885844,0.7697889544317382
45,2002.10981v1-TableII-1.png,0.8529411764705882,0.7462686567164178,0.8382352941176471,0.8372093023255814,0.6614173228346457,0.8372093023255814,0.9185185185185184,0.7819548872180451,0.8888888888888888,0.818071483268435
46,1810.11580v1-Table1-1.png,0.9177631578947368,0.8514851485148515,0.6776315789473684,0.9351432880844646,0.816944024205749,0.9260935143288084,0.905109489051095,0.7408491947291362,0.8963503649635036,0.8519299734133017
